"BATHRM","HF_BATHRM","HEAT","AC","ROOMS","BEDRM","AYB","EYB","STORIES","SALEDATE","PRICE","GBA","STYLE","GRADE","CNDTN","EXTWALL","ROOF","INTWALL","KITCHENS","FIREPLACES","LANDAREA","ZIPCODE","LATITUDE","LONGITUDE","ASSESSMENT_NBHD","WARD"
4,0,"Forced Air","Y",9,5,1934,1974,2,"2011-05-31 00:00:00",1384090,3162,"2 Story","Superior","Average","Stone","Slate","Hardwood",1,1,10525,20016,38.93763647,-77.0999277,"Spring Valley","Ward 3"
4,0,"Forced Air","Y",9,4,1933,1983,2.5,"2005-08-12 00:00:00",1498870,2381,"2.5 Story Fin","Superior","Very Good","Brick/Stucco","Slate","Hardwood",1,3,7809,20016,38.93754534,-77.09913817,"Spring Valley","Ward 3"
3,1,"Hot Water Rad","Y",8,3,1933,1981,2.5,"2007-04-17 00:00:00",1481310,2733,"2.5 Story Fin","Superior","Average","Common Brick","Slate","Hardwood",1,2,9586,20016,38.93813796,-77.09725232,"Spring Valley","Ward 3"
5,0,"Forced Air","Y",11,4,1964,1983,2,"2000-11-13 00:00:00",738950,3042,"2 Story","Excellent","Good","Common Brick","Slate","Carpet",1,3,5750,20016,38.94292353,-77.09472434,"Spring Valley","Ward 3"
5,1,"Warm Cool","Y",12,6,1954,1971,1.5,"2016-04-08 00:00:00",1647150,3527,"1.5 Story Fin","Very Good","Average","Common Brick","Slate","Hardwood",1,2,12348,20016,38.93672877,-77.10224537,"Spring Valley","Ward 3"
3,0,"Hot Water Rad","Y",10,5,1954,1964,1.5,"1998-12-21 00:00:00",518260,2423,"1.5 Story Fin","Very Good","Average","Common Brick","Slate","Hardwood",1,2,13484,20016,38.93723492,-77.1029859,"Spring Valley","Ward 3"
4,2,"Warm Cool","Y",13,4,1961,1987,1.5,"1996-12-23 00:00:00",739490,3566,"1.5 Story Fin","Excellent","Good","Common Brick","Slate","Hardwood",1,1,15008,20016,38.93714121,-77.10188609,"Spring Valley","Ward 3"
3,2,"Warm Cool","Y",8,4,1961,1987,3,"2003-06-06 00:00:00",1069810,2912,"3 Story","Excellent","Average","Common Brick","Slate","Hardwood",1,1,11627,20016,38.93683318,-77.10141241,"Spring Valley","Ward 3"
5,1,"Forced Air","Y",6,6,2006,2012,2.75,"2006-05-11 00:00:00",2410200,5119,"3 Story","Superior","Very Good","Wood Siding","Comp Shingle","Hardwood",1,2,10135,20016,38.92882559,-77.10737977,"Palisades","Ward 3"
3,1,"Forced Air","Y",8,5,1926,1972,2,"2001-10-26 00:00:00",591300,2824,"2 Story","Very Good","Good","Vinyl Siding","Comp Shingle","Hardwood",1,1,8091,20016,38.92771448,-77.10789499,"Palisades","Ward 3"
3,1,"Warm Cool","Y",8,4,1957,1989,2,"2003-11-20 00:00:00",1445490,4026,"2 Story","Superior","Good","Common Brick","Built Up","Hardwood",1,2,5750,20016,38.92812067,-77.10924563,"Palisades","Ward 3"
4,0,"Ht Pump","Y",10,5,1979,1997,2.5,"2003-10-06 00:00:00",1077960,4032,"2.5 Story Fin","Excellent","Very Good","Stucco","Comp Shingle","Hardwood",1,2,5750,20016,38.92787777,-77.10909037,"Palisades","Ward 3"
3,1,"Warm Cool","Y",7,3,1939,1972,2,"2016-06-01 00:00:00",1077170,1920,"2 Story","Very Good","Average","Common Brick","Slate","Hardwood",1,1,4875,20016,38.94668189,-77.09874239,"Spring Valley","Ward 3"
5,1,"Warm Cool","Y",11,5,1990,2003,2,"2001-08-17 00:00:00",1052020,4212,"2 Story","Excellent","Good","Common Brick","Comp Shingle","Hardwood/Carp",1,4,5000,20016,38.9465346,-77.09874496,"Spring Valley","Ward 3"
2,0,"Warm Cool","Y",5,2,1947,1970,1.75,"2005-11-01 00:00:00",783810,1155,"1.5 Story Fin","Very Good","Average","Common Brick","Slate","Hardwood",1,0,6466,20016,38.94731485,-77.09934106,"Spring Valley","Ward 3"
4,0,"Hot Water Rad","Y",12,5,1923,1969,2.5,"2014-02-12 00:00:00",1260990,3242,"2.5 Story Fin","Good Quality","Good","Wood Siding","Shingle","Hardwood",1,1,6000,20016,38.9476213,-77.09977662,"Spring Valley","Ward 3"
3,0,"Forced Air","Y",6,3,1938,1969,2.5,"2005-11-30 00:00:00",853160,1570,"2 Story","Good Quality","Average","Common Brick","Slate","Hardwood",1,1,6000,20016,38.94746671,-77.09956772,"Spring Valley","Ward 3"
2,1,"Warm Cool","Y",6,3,1952,1962,2,"2008-06-27 00:00:00",698250,1572,"2 Story","Very Good","Average","Common Brick","Comp Shingle","Hardwood",1,1,3057,20016,38.94827282,-77.10056486,"Spring Valley","Ward 3"
2,2,"Forced Air","Y",7,3,1952,1970,2,"2005-05-20 00:00:00",758620,1662,"2 Story","Very Good","Good","Common Brick","Comp Shingle","Hardwood",1,1,2340,20016,38.94806849,-77.10059157,"Spring Valley","Ward 3"
3,1,"Forced Air","Y",6,3,1953,1978,2,"2007-08-28 00:00:00",784790,1710,"2 Story","Very Good","Average","Common Brick","Shingle","Hardwood/Carp",1,1,1874,20016,38.94808593,-77.10031715,"Spring Valley","Ward 3"
4,1,"Warm Cool","Y",13,5,1962,1968,2.5,"1994-11-16 00:00:00",695060,4229,"2.5 Story Fin","Good Quality","Good","Common Brick","Slate","Hardwood",1,2,17055,20016,38.94338173,-77.10124466,"Spring Valley","Ward 3"
4,1,"Warm Cool","Y",12,5,1983,2004,2,"2007-05-31 00:00:00",1918420,4176,"2 Story","Very Good","Good","Common Brick","Comp Shingle","Hardwood",1,3,17591,20016,38.94325843,-77.10214988,"Spring Valley","Ward 3"
4,1,"Warm Cool","Y",11,7,1960,1983,2,"2012-12-07 00:00:00",1544680,2891,"2 Story","Very Good","Good","Brick/Siding","Slate","Hardwood/Carp",1,1,9465,20016,38.94429647,-77.09855718,"Spring Valley","Ward 3"
5,1,"Warm Cool","Y",8,5,1960,1983,2.5,"2011-04-13 00:00:00",1460220,3730,"2.5 Story Fin","Very Good","Average","Brick/Stucco","Slate","Hardwood",1,3,6380,20016,38.9290007,-77.10298911,"Kent","Ward 3"
2,0,"Forced Air","Y",7,4,1961,1977,1.5,"2016-07-18 00:00:00",908840,1296,"1.5 Story Fin","Very Good","Good","Common Brick","Comp Shingle","Hardwood",1,2,5886,20016,38.92888011,-77.10161618,"Kent","Ward 3"
3,1,"Warm Cool","Y",9,5,1962,1984,2,"2015-08-18 00:00:00",1269910,2390,"2 Story","Very Good","Good","Common Brick","Shake","Hardwood",1,3,5220,20016,38.92972982,-77.10145386,"Kent","Ward 3"
2,2,"Warm Cool","Y",13,6,1962,1977,2,"1998-09-01 00:00:00",499830,3073,"2 Story","Very Good","Average","Common Brick","Comp Shingle","Hardwood",1,3,7227,20016,38.92855028,-77.10370177,"Kent","Ward 3"
3,0,"Warm Cool","Y",7,3,1949,1984,1.5,"2007-10-01 00:00:00",1628840,2604,"2 Story","Superior","Good","Stone","Slate","Hardwood",1,3,10619,20016,38.933939,-77.10129814,"Kent","Ward 3"
5,1,"Ht Pump","Y",13,6,1940,1983,2.5,"2007-09-11 00:00:00",2090550,4100,"2.5 Story Fin","Superior","Very Good","Brick/Siding","Slate","Hardwood",1,5,11170,20016,38.93420604,-77.10167948,"Kent","Ward 3"
6,1,"Warm Cool","Y",12,6,1992,2002,2.5,"1992-08-25 00:00:00",902520,5795,"2.5 Story Fin","Very Good","Good","Brick Veneer","Comp Shingle","Hardwood/Carp",1,3,9915,20016,38.9445309,-77.101885,"Spring Valley","Ward 3"
6,1,"Warm Cool","Y",11,6,1993,2002,2,"2005-12-27 00:00:00",1975390,4273,"2 Story","Good Quality","Very Good","Brick Veneer","Comp Shingle","Hardwood/Carp",1,3,9983,20016,38.94434379,-77.10199052,"Spring Valley","Ward 3"
4,1,"Warm Cool","Y",9,3,1992,2002,2,"1997-06-23 00:00:00",599150,3264,"2 Story","Very Good","Good","Common Brick","Comp Shingle","Hardwood/Carp",1,2,9091,20016,38.94360312,-77.10200007,"Spring Valley","Ward 3"
4,1,"Warm Cool","Y",10,5,1993,2002,2,"1993-12-03 00:00:00",636870,4077,"2 Story","Good Quality","Very Good","Brick Veneer","Comp Shingle","Hardwood/Carp",1,1,9475,20016,38.94389922,-77.10241565,"Spring Valley","Ward 3"
4,1,"Warm Cool","Y",8,4,1993,2003,2,"2000-04-17 00:00:00",976200,4790,"2 Story","Very Good","Average","Brick Veneer","Comp Shingle","Hardwood/Carp",1,3,15905,20016,38.9447981,-77.10227886,"Spring Valley","Ward 3"
5,1,"Warm Cool","Y",8,5,1995,2004,2,"2011-08-03 00:00:00",1531830,3892,"2 Story","Very Good","Average","Brick Veneer","Comp Shingle","Hardwood/Carp",1,2,10429,20016,38.94380667,-77.10276134,"Spring Valley","Ward 3"
4,1,"Warm Cool","Y",10,5,1996,2004,2,"2004-07-15 00:00:00",1192770,3378,"2 Story","Good Quality","Good","Brick/Siding","Comp Shingle","Hardwood/Carp",1,1,7700,20016,38.94422979,-77.10317907,"Spring Valley","Ward 3"
3,1,"Warm Cool","Y",10,4,1996,2004,2,"2002-09-17 00:00:00",1056030,4076,"2 Story","Good Quality","Very Good","Brick Veneer","Comp Shingle","Hardwood/Carp",1,2,8068,20016,38.94466194,-77.10304358,"Spring Valley","Ward 3"
3,1,"Warm Cool","Y",9,4,1995,2003,2,"1996-06-05 00:00:00",586550,3437,"2 Story","Good Quality","Very Good","Brick/Siding","Comp Shingle","Hardwood/Carp",1,2,9714,20016,38.94486057,-77.10294789,"Spring Valley","Ward 3"
4,1,"Warm Cool","Y",8,5,1997,2005,2,"2009-07-31 00:00:00",1425460,3800,"2 Story","Very Good","Good","Common Brick","Comp Shingle","Hardwood/Carp",1,2,7522,20016,38.94509261,-77.10245681,"Spring Valley","Ward 3"
4,1,"Forced Air","Y",11,5,1997,2005,2,"2011-05-25 00:00:00",1453180,3660,"2 Story","Very Good","Good","Brick Veneer","Comp Shingle","Hardwood/Carp",2,2,7520,20016,38.94508262,-77.1019279,"Spring Valley","Ward 3"
1,2,"Warm Cool","Y",7,3,1953,1976,2,"2003-01-09 00:00:00",581360,1568,"2 Story","Good Quality","Average","Brick/Siding","Shake","Hardwood",3,1,7650,20016,38.94243289,-77.09512707,"Spring Valley","Ward 3"
4,1,"Warm Cool","Y",8,4,1951,1982,2,"2004-10-08 00:00:00",1203610,3481,"2 Story","Excellent","Good","Brick/Siding","Slate","Hardwood",1,2,8925,20016,38.9424422,-77.09607434,"Spring Valley","Ward 3"
2,2,"Warm Cool","Y",9,4,1963,1971,2,"1999-05-28 00:00:00",528920,2463,"2 Story","Very Good","Good","Common Brick","Metal- Sms","Hardwood",1,3,6375,20016,38.94292595,-77.09595595,"Spring Valley","Ward 3"
4,1,"Forced Air","Y",7,4,1963,1984,2,"2010-03-26 00:00:00",1073670,2144,"2 Story","Very Good","Average","Brick/Siding","Slate","Hardwood/Carp",1,3,6375,20016,38.94292826,-77.09578258,"Spring Valley","Ward 3"
3,1,"Warm Cool","Y",8,4,1963,1971,2,"2015-07-29 00:00:00",1286910,2939,"2 Story","Very Good","Good","Common Brick","Built Up","Hardwood",1,2,6375,20016,38.94293579,-77.09560426,"Spring Valley","Ward 3"
2,1,"Warm Cool","Y",9,4,1964,1979,2,"2015-12-03 00:00:00",1312640,2939,"2 Story","Very Good","Good","Common Brick","Metal- Sms","Hardwood",1,3,6375,20016,38.94293604,-77.09507607,"Spring Valley","Ward 3"
2,2,"Forced Air","Y",9,4,1953,1976,2,"2011-09-30 00:00:00",982970,2199,"2 Story","Very Good","Good","Brick/Siding","Comp Shingle","Hardwood",1,1,5500,20016,38.94170761,-77.0945925,"Spring Valley","Ward 3"
4,1,"Warm Cool","Y",9,5,1942,1978,2.25,"2013-06-13 00:00:00",1544420,3051,"2.5 Story Fin","Excellent","Average","Common Brick","Slate","Hardwood",1,2,8925,20016,38.94147425,-77.09597534,"Spring Valley","Ward 3"
3,1,"Forced Air","Y",6,4,1951,1977,2.25,"2008-03-28 00:00:00",1011550,2088,"2.5 Story Fin","Very Good","Good","Common Brick","Slate","Hardwood",1,1,6933,20016,38.94146245,-77.0949854,"Spring Valley","Ward 3"
10,1,"Warm Cool","Y",18,9,1930,2000,2.5,"2014-05-19 00:00:00",6871740,9817,"2.5 Story Fin","Exceptional-D","Good","Stone","Clay Tile","Hardwood",2,5,22075,20007,38.92719111,-77.08654287,"Wesley Heights","Ward 3"
4,1,"Warm Cool","Y",9,5,1931,1998,2.5,"1999-01-12 00:00:00",1334310,4510,"2.5 Story Fin","Exceptional-B","Good","Stone","Slate","Hardwood",1,2,13500,20007,38.9266152,-77.08655255,"Wesley Heights","Ward 3"
3,2,"Hot Water Rad","N",9,4,1931,1972,2.5,"2011-04-29 00:00:00",1450680,2906,"2.5 Story Fin","Excellent","Average","Common Brick","Slate","Hardwood",1,1,10410,20007,38.92694214,-77.08491394,"Wesley Heights","Ward 3"
4,1,"Warm Cool","Y",11,5,1930,1978,2.5,"2013-06-19 00:00:00",2171420,4057,"2.5 Story Fin","Excellent","Good","Stucco","Slate","Hardwood",1,2,9720,20007,38.92727166,-77.08591213,"Wesley Heights","Ward 3"
4,1,"Warm Cool","Y",9,5,1929,1967,2.25,"2012-03-15 00:00:00",1326430,2600,"2.5 Story Fin","Excellent","Average","Stucco","Slate","Hardwood",1,1,7020,20007,38.92726907,-77.08538474,"Wesley Heights","Ward 3"
4,2,"Warm Cool","Y",9,5,1931,1978,2.25,"2005-03-15 00:00:00",1627940,3581,"2.5 Story Fin","Excellent","Very Good","Stone/Stucco","Slate","Hardwood",1,1,8125,20007,38.92691928,-77.08538836,"Wesley Heights","Ward 3"
5,2,"Warm Cool","Y",13,6,2017,2018,2.5,"2015-05-18 00:00:00",1593390,5898,"2.5 Story Fin","Exceptional-A","Excellent","Stone","Slate","Hardwood",1,1,11951,20007,38.92705518,-77.08410079,"Wesley Heights","Ward 3"
5,1,"Warm Cool","Y",13,8,1931,1990,2.5,"2012-06-05 00:00:00",3027540,4114,"2.5 Story Fin","Exceptional-B","Average","Stucco","Clay Tile","Hardwood",1,5,15390,20007,38.92639516,-77.08553143,"Wesley Heights","Ward 3"
4,1,"Hot Water Rad","Y",11,5,1929,1983,2.25,"2009-08-06 00:00:00",1891310,3139,"2.5 Story Fin","Superior","Average","Stucco","Slate","Hardwood",1,2,11684,20007,38.92781995,-77.08499433,"Wesley Heights","Ward 3"
2,1,"Warm Cool","Y",6,3,1941,1969,2,"1996-06-25 00:00:00",323260,2732,"2 Story","Good Quality","Very Good","Common Brick","Slate","Hardwood/Carp",1,1,4216,20016,38.94692228,-77.08985913,"American University","Ward 3"
3,1,"Warm Cool","Y",7,4,1940,1969,2,"2006-11-30 00:00:00",939160,2133,"2 Story","Good Quality","Good","Common Brick","Slate","Hardwood",1,1,4216,20016,38.9469059,-77.08971734,"American University","Ward 3"
2,0,"Warm Cool","Y",6,3,1941,1969,2,"2014-03-21 00:00:00",893080,1472,"2 Story","Good Quality","Good","Common Brick","Slate","Hardwood",1,1,4216,20016,38.94691563,-77.08913629,"American University","Ward 3"
3,1,"Warm Cool","Y",6,3,1941,1967,2,"2001-08-01 00:00:00",460470,1632,"2 Story","Good Quality","Average","Common Brick","Slate","Hardwood",1,1,4216,20016,38.94691619,-77.08898725,"American University","Ward 3"
3,1,"Warm Cool","Y",10,4,1941,1969,2,"2017-02-02 00:00:00",1167920,2295,"2 Story","Good Quality","Good","Common Brick","Slate","Hardwood",1,1,3500,20016,38.9476791,-77.08887919,"American University","Ward 3"
3,2,"Warm Cool","Y",8,4,1941,1957,2,"2015-06-15 00:00:00",1152710,2364,"2 Story","Good Quality","Very Good","Common Brick","Slate","Hardwood",1,1,3500,20016,38.94726292,-77.08887359,"American University","Ward 3"
3,1,"Warm Cool","Y",7,3,1942,1969,2.5,"2003-01-14 00:00:00",736150,2295,"2.5 Story Fin","Good Quality","Good","Common Brick","Slate","Hardwood",1,2,3500,20016,38.94726971,-77.08906025,"American University","Ward 3"
3,1,"Hot Water Rad","Y",10,5,1938,1969,2.5,"2012-03-20 00:00:00",1018620,2580,"2.5 Story Fin","Good Quality","Good","Brick/Siding","Slate","Hardwood",1,1,4080,20016,38.94727561,-77.08983339,"American University","Ward 3"
3,1,"Warm Cool","Y",8,3,1938,1969,2,"2005-09-30 00:00:00",854530,1740,"2 Story","Good Quality","Average","Common Brick","Slate","Hardwood",1,1,4386,20016,38.94726239,-77.0896841,"American University","Ward 3"
2,0,"Hot Water Rad","N",7,3,1895,1947,2,"2006-08-17 00:00:00",623420,1240,"2 Story","Above Average","Average","Wood Siding","Comp Shingle","Hardwood",1,1,2540,20016,38.949877,-77.08149964,"American University","Ward 3"
1,0,"Hot Water Rad","N",7,3,1924,1950,2,"1993-02-26 00:00:00",248080,1441,"2 Story","Good Quality","Average","Stone","Slate","Hardwood",1,0,4800,20016,38.95045804,-77.08174176,"American University","Ward 3"
1,1,"Hot Water Rad","N",7,3,1924,1969,2,"2017-12-28 00:00:00",875470,1490,"2 Story","Good Quality","Average","Stone","Slate","Hardwood",1,0,4800,20016,38.95054732,-77.08174002,"American University","Ward 3"
4,1,"Forced Air","Y",11,5,1925,1972,2,"2012-07-19 00:00:00",1081680,2944,"2 Story","Very Good","Good","Stone/Siding","Slate","Hardwood",1,1,7200,20016,38.9503567,-77.0817413,"American University","Ward 3"
1,1,"Hot Water Rad","N",7,2,1895,1947,2,"2007-12-19 00:00:00",526900,1246,"2 Story","Above Average","Average","Shingle","Comp Shingle","Wood Floor",1,0,2600,20016,38.94989462,-77.08142525,"American University","Ward 3"
3,1,"Warm Cool","Y",9,4,1939,1986,2.5,"2017-05-05 00:00:00",1507950,2218,"2.5 Story Fin","Good Quality","Very Good","Common Brick","Slate","Hardwood",1,1,6240,20016,38.94380012,-77.08402331,"American University","Ward 3"
2,2,"Warm Cool","Y",8,3,1940,1986,2,"2015-07-16 00:00:00",1219820,2504,"2 Story","Good Quality","Good","Brick/Siding","Comp Shingle","Hardwood",1,1,4650,20016,38.94338016,-77.08549874,"American University","Ward 3"
3,1,"Warm Cool","Y",8,4,1938,1988,2,"2005-08-16 00:00:00",1381580,2608,"2 Story","Excellent","Good","Brick/Siding","Slate","Hardwood",1,2,5469,20016,38.94498706,-77.08573934,"American University","Ward 3"
2,2,"Warm Cool","Y",8,3,1938,1954,2,"2007-11-08 00:00:00",948330,2506,"2 Story","Very Good","Average","Common Brick","Slate","Hardwood",1,1,5469,20016,38.94499362,-77.08551602,"American University","Ward 3"
4,0,"Warm Cool","Y",10,5,1939,1969,2,"2015-11-23 00:00:00",1108340,1818,"2 Story","Good Quality","Good","Common Brick","Slate","Hardwood",1,1,4558,20016,38.94535769,-77.08594835,"American University","Ward 3"
2,0,"Warm Cool","Y",7,3,1939,1950,2.5,"2001-09-07 00:00:00",485820,1495,"2.5 Story Fin","Good Quality","Average","Common Brick","Slate","Hardwood",1,1,4558,20016,38.94535658,-77.08561324,"American University","Ward 3"
4,1,"Warm Cool","Y",8,4,1939,1960,2.5,"2010-04-22 00:00:00",989500,2384,"2.5 Story Fin","Good Quality","Average","Common Brick","Slate","Hardwood",1,1,5469,20016,38.94535095,-77.08407335,"American University","Ward 3"
2,1,"Warm Cool","Y",10,3,1940,1972,2,"2018-07-06 00:00:00",1433740,2520,"2 Story","Very Good","Good","Common Brick","Slate","Hardwood",1,1,5469,20016,38.94500362,-77.08489404,"American University","Ward 3"
3,1,"Forced Air","Y",7,5,1939,1969,2,"2011-05-31 00:00:00",1085930,2530,"2 Story","Good Quality","Good","Common Brick","Slate","Hardwood",1,1,5469,20016,38.94500392,-77.08510041,"American University","Ward 3"
2,0,"Warm Cool","Y",6,3,1936,1950,2,"1992-06-01 00:00:00",266210,1150,"2 Story","Good Quality","Good","Common Brick","Slate","Hardwood",1,1,2459,20016,38.94381655,-77.09106273,"American University","Ward 3"
3,0,"Warm Cool","Y",9,4,1937,1969,1.5,"2017-01-11 00:00:00",1028010,1550,"1.5 Story Fin","Good Quality","Good","Common Brick","Comp Shingle","Hardwood",2,1,3692,20016,38.94535817,-77.08699819,"American University","Ward 3"
2,1,"Hot Water Rad","Y",8,4,1937,1969,2.25,"2010-09-30 00:00:00",868170,1602,"2 Story","Good Quality","Good","Common Brick","Slate","Hardwood",1,1,3692,20016,38.94536955,-77.08671916,"American University","Ward 3"
2,1,"Warm Cool","Y",10,4,1937,1982,2,"2015-10-23 00:00:00",1018900,1528,"2 Story","Good Quality","Good","Common Brick","Slate","Hardwood",1,1,3692,20016,38.94535651,-77.08656976,"American University","Ward 3"
3,1,"Warm Cool","Y",5,3,1938,1986,2,"2015-06-26 00:00:00",1133400,1688,"2 Story","Good Quality","Very Good","Brick/Siding","Slate","Hardwood",1,1,3100,20016,38.94410903,-77.08838887,"American University","Ward 3"
1,1,"Warm Cool","Y",6,4,1947,1960,2,"2017-06-08 00:00:00",891900,1548,"2 Story","Good Quality","Good","Common Brick","Slate","Hardwood",1,1,4284,20016,38.94650371,-77.08535944,"American University","Ward 3"
2,1,"Warm Cool","Y",7,4,1947,1972,2,"2001-08-29 00:00:00",506660,1675,"2 Story","Good Quality","Average","Common Brick","Slate","Hardwood",1,1,4284,20016,38.94649708,-77.08579699,"American University","Ward 3"
2,1,"Warm Cool","Y",3,3,1947,1972,2,"2003-09-10 00:00:00",640750,1260,"2 Story","Good Quality","Good","Common Brick","Slate","Hardwood",1,1,4284,20016,38.94692491,-77.08551014,"American University","Ward 3"
3,1,"Warm Cool","Y",8,3,1947,1972,2,"2010-07-08 00:00:00",789130,1652,"2 Story","Good Quality","Average","Common Brick","Slate","Hardwood",1,1,4182,20016,38.9469065,-77.08418835,"American University","Ward 3"
2,1,"Warm Cool","Y",6,3,1947,1960,2,"1996-04-05 00:00:00",314110,1698,"2 Story","Good Quality","Good","Common Brick","Slate","Hardwood",1,1,5100,20016,38.94768668,-77.08595923,"American University","Ward 3"
3,0,"Warm Cool","Y",7,3,1947,1963,2,"2012-05-21 00:00:00",799060,1500,"2 Story","Good Quality","Good","Common Brick","Slate","Hardwood",1,1,4080,20016,38.94768941,-77.08580384,"American University","Ward 3"
2,0,"Warm Cool","Y",9,3,1947,1967,2,"1993-02-01 00:00:00",319560,2200,"2 Story","Good Quality","Good","Common Brick","Slate","Hardwood",1,1,4080,20016,38.94768858,-77.08521193,"American University","Ward 3"
1,1,"Warm Cool","Y",8,4,1949,1956,2,"1996-06-14 00:00:00",269450,1372,"2 Story","Good Quality","Good","Common Brick","Shake","Hardwood",1,1,5626,20016,38.94899208,-77.09198473,"American University","Ward 3"
2,1,"Warm Cool","Y",7,4,1941,1969,2,"2015-12-14 00:00:00",1006470,1770,"2 Story","Good Quality","Good","Common Brick","Slate","Hardwood",1,2,5626,20016,38.94897864,-77.09166136,"American University","Ward 3"
2,1,"Warm Cool","Y",7,5,1939,1961,2,"2007-02-07 00:00:00",896720,1976,"2 Story","Very Good","Average","Common Brick","Slate","Hardwood",1,2,5850,20016,38.9481192,-77.0910357,"American University","Ward 3"
3,1,"Warm Cool","Y",7,4,1938,1972,2.5,"2004-01-13 00:00:00",990010,2426,"2.5 Story Fin","Very Good","Very Good","Common Brick","Slate","Hardwood",1,1,7020,20016,38.94811392,-77.09122488,"American University","Ward 3"
2,1,"Warm Cool","Y",8,4,1939,1972,2,"2015-08-05 00:00:00",1110710,2008,"2 Story","Very Good","Good","Common Brick","Slate","Hardwood",1,2,6435,20016,38.9481092,-77.09218432,"American University","Ward 3"
3,1,"Warm Cool","Y",7,3,1941,1957,2,"1999-01-25 00:00:00",435640,1796,"2 Story","Good Quality","Good","Common Brick","Slate","Hardwood",1,2,5853,20016,38.94857867,-77.09201558,"American University","Ward 3"
2,1,"Warm Cool","Y",7,3,1941,1960,2,"2010-12-06 00:00:00",816200,1769,"2 Story","Good Quality","Average","Common Brick","Slate","Hardwood",1,1,7023,20016,38.94855736,-77.0918432,"American University","Ward 3"
2,0,"Warm Cool","Y",7,4,1941,1957,2,"1992-05-27 00:00:00",309100,2047,"2 Story","Good Quality","Average","Common Brick","Slate","Hardwood",1,1,5853,20016,38.94856873,-77.09124807,"American University","Ward 3"
2,1,"Warm Cool","Y",8,3,1941,1960,2,"2011-10-05 00:00:00",887740,1856,"2 Story","Good Quality","Good","Common Brick","Slate","Hardwood",1,1,5853,20016,38.94859031,-77.09106652,"American University","Ward 3"
4,1,"Warm Cool","Y",10,4,1939,1987,2,"2016-06-20 00:00:00",1524720,3183,"2 Story","Very Good","Good","Common Brick","Slate","Hardwood",1,2,6728,20016,38.94814514,-77.09162083,"American University","Ward 3"
3,1,"Warm Cool","Y",8,3,1937,1969,2,"2012-09-12 00:00:00",1051840,2276,"2 Story","Good Quality","Good","Common Brick","Slate","Hardwood",1,2,5610,20016,38.94767349,-77.091596,"American University","Ward 3"
2,2,"Warm Cool","Y",9,3,1939,1969,2,"2018-06-07 00:00:00",1131660,1564,"2 Story","Good Quality","Good","Common Brick","Slate","Hardwood",1,2,5100,20016,38.94728132,-77.09174904,"American University","Ward 3"
2,1,"Warm Cool","Y",8,3,1937,1960,2,"1994-04-01 00:00:00",374020,2060,"2 Story","Good Quality","Very Good","Common Brick","Slate","Hardwood",1,1,7140,20016,38.94730634,-77.09235678,"American University","Ward 3"
1,1,"Warm Cool","Y",6,2,1945,1952,2,"1994-02-04 00:00:00",256710,1150,"2 Story","Good Quality","Average","Common Brick","Slate","Hardwood",1,2,4000,20016,38.95023973,-77.08180427,"American University","Ward 3"
1,1,"Forced Air","Y",2,1,1910,1970,2,"2016-07-26 00:00:00",772010,1334,"2 Story","Average","Good","Stone","Built Up","Carpet",1,0,2700,20016,38.95022231,-77.08137729,"American University","Ward 3"
3,1,"Forced Air","Y",7,2,1987,1993,2,"2005-04-04 00:00:00",725240,1598,"2 Story","Above Average","Good","Vinyl Siding","Comp Shingle","Hardwood",1,0,2563,20016,38.95248402,-77.08055165,"Chevy Chase","Ward 3"
1,1,"Hot Water Rad","Y",6,3,1900,1960,2,"2007-04-13 00:00:00",663550,1260,"2 Story","Good Quality","Good","Wood Siding","Metal- Sms","Hardwood",1,0,2309,20016,38.95243421,-77.08053914,"Chevy Chase","Ward 3"
1,1,"Warm Cool","Y",5,2,1907,1969,2,"2016-04-13 00:00:00",684380,1046,"2 Story","Good Quality","Good","Vinyl Siding","Comp Shingle","Hardwood",1,0,2054,20016,38.95237386,-77.08053561,"Chevy Chase","Ward 3"
3,0,"Forced Air","Y",9,4,1944,1951,2,"2005-06-10 00:00:00",736470,1360,"2 Story","Good Quality","Average","Common Brick","Comp Shingle","Hardwood",1,2,3164,20016,38.94377016,-77.09151982,"American University","Ward 3"
2,1,"Warm Cool","Y",9,3,1939,1972,2,"2017-06-16 00:00:00",998010,1664,"2 Story","Very Good","Good","Common Brick","Comp Shingle","Hardwood",1,2,1868,20016,38.94300219,-77.09177214,"American University","Ward 3"
2,1,"Hot Water Rad","Y",9,4,1935,1969,1.5,"2018-06-19 00:00:00",1095280,1532,"1.5 Story Fin","Good Quality","Good","Common Brick","Slate","Hardwood",1,1,3731,20016,38.94289175,-77.09222383,"American University","Ward 3"
3,0,"Hot Water Rad","Y",7,3,1935,1972,2,"2007-08-06 00:00:00",947040,1694,"2 Story","Very Good","Good","Common Brick","Slate","Hardwood",1,2,4846,20016,38.94299018,-77.09088588,"American University","Ward 3"
2,1,"Warm Cool","Y",6,3,1969,1986,2,"2013-12-06 00:00:00",860320,1488,"2 Story","Good Quality","Good","Common Brick","Shake","Hardwood",1,1,5008,20016,38.94258541,-77.09103959,"American University","Ward 3"
